Percentage,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
100,0.001518074843951556,0.0016526108378994305,0.0017505693846253426,0.002202094274319522,0.0020894229851302635,0.0021908020045371883,0.001871998078656246,0.0020283428808005417,0.0021530335280760446,0.002158977217510914,0.0020181287004848694,0.0020592793786113344,0.002332742606520349,0.002037315310255374,0.0024207413432609467,0.002793588735907399,0.0026651818469452066,0.0026992345053797016,0.002680333944040433,0.002691865200502896,0.0027553028213613715,0.003028163434775284,0.002915965552320586,0.0033643434292374447,0.0030191155253398113,0.0030852401246383963,0.0033971974872477233,0.003236968270787914,0.0033237394890687317,0.0029193632841953334,0.0029968135367785783,0.003494887153535603,0.003937454962269383,0.004042312261485924,0.00399819225606046,0.004013183077804411,0.0038470102336472323,0.004719694858100119,0.004405983787122877,0.003712033550229971,0.0044300449217695185,0.004615634312597827,0.004304031757482835,0.0044697461874686675,0.004085794887678432,0.003974580563459552,0.004545709892620806,0.004591583172573661,0.004611711761441449,0.004828374265023873,0.004562249350933574,0.004679193363809436,0.004414344541524865,0.004195297825200675,0.0044145470213563165,0.00463471171484219,0.004358976310121186,0.004484554636075085,0.004604287322336627,0.004745767253135997,0.004489761796501149,0.004979029025220645,0.005514362357695226,0.005706009063531895,0.005565382129246302,0.0059891029104178544,0.006010560361784216,0.0059999274175623635,0.006048676041978227,0.006089962938994954,0.0065856206620671974,0.006532652448046045,0.006395205190877003,0.006754288243642733,0.0067087004143032355,0.00686187829342495,0.007268173569761965,0.007520291475990919,0.007378822854750191,0.007315479126468514,0.0072085862586584145,0.00722855877034308,0.007103954665036841,0.007195799812424517,0.007791551236405551,0.007591418901934588,0.007880189292079141,0.008163160268268204,0.0077748328070070755,0.008121831870145105,0.008353001775886567,0.008256382104938592,0.007997123059649303,0.008203993718373923,0.008190904667832092,0.008230591452631766,0.007986929278875116,0.007909395138318112,0.00785996515396152,0.007853556687941155,0.007978022235647055,0.007821786554920857,0.007895813526643808,0.008022139042184226,0.008058851881173697,0.007886991120712677,0.00803662476003827,0.007911548025782447,0.007646230152284071
99,0.0014628465284780737,0.0015954978073458009,0.001697056119668908,0.002149309454579251,0.0020347671514940676,0.0021353891519489882,0.001815575855814354,0.0019744474428650535,0.00209732661901638,0.0021032431269213427,0.001963267619380904,0.00200366055391537,0.002277897015296221,0.0019820429079976686,0.0023652833057425937,0.0027370157425167427,0.002608057107343189,0.002642517870430235,0.00262484555529751,0.0026324744442111267,0.0026996796559031777,0.0029722404881262587,0.002859222966256172,0.003307653308563488,0.0029633425833690413,0.003028040965797888,0.00334138434426553,0.00318058341870688,0.003267098645188428,0.002862593097785191,0.002937760833886045,0.003437819668076539,0.0038810693390478393,0.003985693198566444,0.003936415183519957,0.003956943967755314,0.0037874849433173078,0.004662986111487192,0.004348351998518961,0.0036560083207014885,0.0043728330327811584,0.004557984281178624,0.0042458245712594204,0.004411669096043015,0.004026958563091608,0.003915827208800808,0.004486595732716542,0.004533430071039482,0.004552833173770086,0.00477074711459495,0.004502935725320849,0.004620855863712029,0.004356121109357761,0.0041322852918372465,0.004356445206193428,0.004576039727923064,0.004300385882300311,0.004424207188741805,0.004544369425133047,0.004686981255515488,0.004430627994338967,0.004920632557297865,0.005456371213390896,0.00564852695031672,0.005507315264935977,0.005931845865927356,0.0059514446829211694,0.005940620436049213,0.005989704005029644,0.006031777031114746,0.006528509208439623,0.006475408799980068,0.006337867255784645,0.0066973825103208064,0.006652069529173378,0.0068047051576273845,0.00721146927538262,0.007462432327458761,0.007321117145854141,0.007258775061337638,0.007151701378241546,0.007171694805629851,0.0070467910836764566,0.007139153593502092,0.007735146282687216,0.007535504256142805,0.007824244032371992,0.008107755512472517,0.0077183237659753864,0.008066122617540847,0.008297417768477146,0.00819944285375155,0.007939184581969959,0.008147537600866245,0.008134320717930476,0.008173150476590667,0.007930048170237151,0.007852507038541612,0.007801724939149189,0.007795397784706724,0.007920778012800308,0.00776373262579804,0.00783747424093887,0.007963880587742783,0.00800071299657241,0.007828781652863456,0.007978161294538745,0.007851956216544269,0.007587335387496545
98,0.0014628465284780737,0.0015954978073458009,0.001697056119668908,0.002149309454579251,0.0020347671514940676,0.0021353891519489882,0.001815575855814354,0.0019744474428650535,0.00209732661901638,0.0021032431269213427,0.001963267619380904,0.00200366055391537,0.002277897015296221,0.0019820429079976686,0.0023652833057425937,0.0027370157425167427,0.002608057107343189,0.002642517870430235,0.00262484555529751,0.0026324744442111267,0.0026996796559031777,0.0029722404881262587,0.002859222966256172,0.003307653308563488,0.0029633425833690413,0.003028040965797888,0.00334138434426553,0.00318058341870688,0.003267098645188428,0.002862593097785191,0.002937760833886045,0.003437819668076539,0.0038810693390478393,0.003985693198566444,0.003936415183519957,0.003956943967755314,0.0037874849433173078,0.004662986111487192,0.004348351998518961,0.0036560083207014885,0.0043728330327811584,0.004557984281178624,0.0042458245712594204,0.004411669096043015,0.004026958563091608,0.003915827208800808,0.004486595732716542,0.004533430071039482,0.004552833173770086,0.00477074711459495,0.004502935725320849,0.004620855863712029,0.004356121109357761,0.0041322852918372465,0.004356445206193428,0.004576039727923064,0.004300385882300311,0.004424207188741805,0.004544369425133047,0.004686981255515488,0.004430627994338967,0.004920632557297865,0.0053977392091978564,0.005589545633752586,0.005507315264935977,0.005874582874506602,0.005892209253918132,0.005881003196685087,0.005929612749268067,0.0059734492981593675,0.006471370779819782,0.006417394891245051,0.006280524231677013,0.006640075473754461,0.00659542009022744,0.006747184145431835,0.007154614845522544,0.007404522095321672,0.007261952762363207,0.007201034162733374,0.007092588847099197,0.00711438112590571,0.006989263920570575,0.00708217527458462,0.00767825810896039,0.007478102786447965,0.00776680793489046,0.008052320594169422,0.0076614742293764655,0.008010371100762914,0.008241156322466888,0.008142440609133876,0.007880610862002257,0.008090860112733354,0.008077584668980904,0.008115508378919455,0.007873121651165977,0.0077951175448518276,0.007743238854676818,0.007736994027914129,0.00786324601344809,0.00770486952021157,0.007778600900542119,0.007904516897611761,0.00794189514492018,0.007770309298267016,0.007919472109594932,0.0077923018765513824,0.007528098500957673
97,0.0014628465284780737,0.0015954978073458009,0.001697056119668908,0.002149309454579251,0.0020347671514940676,0.0021353891519489882,0.001815575855814354,0.0019744474428650535,0.00209732661901638,0.0021032431269213427,0.001963267619380904,0.00200366055391537,0.002277897015296221,0.0019820429079976686,0.0023652833057425937,0.0027370157425167427,0.002608057107343189,0.002642517870430235,0.00262484555529751,0.0026324744442111267,0.0026996796559031777,0.0029722404881262587,0.002859222966256172,0.003250355185737301,0.0029633425833690413,0.003028040965797888,0.00334138434426553,0.00318058341870688,0.003267098645188428,0.002862593097785191,0.002937760833886045,0.003379400473117334,0.003823905983092205,0.003927046173552525,0.00387454254001327,0.0038989961177843717,0.003726659073768877,0.004606142570594005,0.00428613764758117,0.0035993293994077457,0.0043136015817318496,0.004498919759598604,0.004186784610857708,0.004352892724048866,0.003967578961638061,0.0038559365089962257,0.004427383801893323,0.0044744940556477,0.0044927283931283845,0.004713051828381073,0.004443580838055523,0.0045622324504390535,0.004295130347024397,0.004069076732549527,0.00429743555016862,0.004515624193151494,0.004240514652156734,0.0043602749998788975,0.004484166697821758,0.004626555706227239,0.004370627208342432,0.004861631222797557,0.0053977392091978564,0.005589545633752586,0.005448930772044129,0.005874582874506602,0.005892209253918132,0.005881003196685087,0.005929612749268067,0.0059734492981593675,0.006471370779819782,0.006417394891245051,0.006280524231677013,0.006640075473754461,0.00659542009022744,0.006747184145431835,0.007154614845522544,0.007346579355435989,0.007202530965708469,0.0071432619803605156,0.007092588847099197,0.0070566177311706555,0.0069314056746461695,0.00702513130799371,0.007620852770017864,0.007419990816268201,0.00770924790920684,0.007996883790709614,0.0076041321312288294,0.007953302632333273,0.00818476892053587,0.00808509615696063,0.007821927617502082,0.008033691974781895,0.008020373698514247,0.008057419344292441,0.007815153719493203,0.007737084550952476,0.007684160623379223,0.007677618276693674,0.0078055008031626735,0.007645885695536725,0.007718286909299022,0.007845073448204171,0.00788226341030866,0.00771168759944842,0.007860202655325,0.0077321865255041665,0.00746770902948951
96,0.0014628465284780737,0.0015954978073458009,0.001697056119668908,0.002149309454579251,0.0020347671514940676,0.0021353891519489882,0.001815575855814354,0.0019744474428650535,0.00209732661901638,0.0021032431269213427,0.001963267619380904,0.00200366055391537,0.002277897015296221,0.0019820429079976686,0.0023652833057425937,0.0026786094976946934,0.002608057107343189,0.002584652608760369,0.0025690569796824863,0.002566275769562866,0.0026433430778966993,0.0029146478386131995,0.0028008885067365577,0.003250355185737301,0.0029057039972126292,0.0029696203905921308,0.0032816870126060466,0.0031225534450423464,0.0032088956942756745,0.002804906973536733,0.0028768410626997098,0.003379400473117334,0.003823905983092205,0.003927046173552525,0.00387454254001327,0.0038989961177843717,0.003726659073768877,0.004606142570594005,0.00428613764758117,0.0035993293994077457,0.0043136015817318496,0.004498919759598604,0.004186784610857708,0.004352892724048866,0.003967578961638061,0.0038559365089962257,0.004427383801893323,0.0044744940556477,0.0044927283931283845,0.004713051828381073,0.004443580838055523,0.0045622324504390535,0.004295130347024397,0.004069076732549527,0.00429743555016862,0.004515624193151494,0.004240514652156734,0.0043602749998788975,0.004484166697821758,0.004626555706227239,0.004370627208342432,0.004861631222797557,0.005338740045693577,0.005530557991435924,0.005448930772044129,0.0058163356661287266,0.005832798580807794,0.005821096582209956,0.005867760286237313,0.005912163499350457,0.006413579556387081,0.006359341141440946,0.006222529813614307,0.006582115152836736,0.006538599028482764,0.006689562739376464,0.007096409196335868,0.007346579355435989,0.007202530965708469,0.0071432619803605156,0.007032193342329851,0.0070566177311706555,0.0069314056746461695,0.00702513130799371,0.007620852770017864,0.007419990816268201,0.007651575053369079,0.007940549652654408,0.0076041321312288294,0.007895789544796574,0.008126214736346395,0.008027305643197532,0.0077627374308801645,0.00797545993621374,0.007963091334616918,0.007998848256234526,0.0077564198651802994,0.007737084550952476,0.007684160623379223,0.007677618276693674,0.007747498108635522,0.007645885695536725,0.007718286909299022,0.007784859752068585,0.007821937352363948,0.0076529093960682505,0.007800609527889671,0.007671678824623479,0.00746770902948951
95,0.0014628465284780737,0.0015954978073458009,0.001697056119668908,0.0020961945503218437,0.0020347671514940676,0.0020750507124640597,0.001815575855814354,0.0019744474428650535,0.00209732661901638,0.0020468455352533237,0.0019080384974812727,0.0019472396676002202,0.0022214269425266677,0.0019820429079976686,0.002309333312485047,0.0026786094976946934,0.0025490754472066316,0.002584652608760369,0.0025690569796824863,0.002566275769562866,0.0026433430778966993,0.0029146478386131995,0.0028008885067365577,0.003250355185737301,0.0029057039972126292,0.0029696203905921308,0.0032816870126060466,0.0031225534450423464,0.0032088956942756745,0.002804906973536733,0.0028768410626997098,0.003379400473117334,0.003823905983092205,0.003927046173552525,0.00387454254001327,0.0038989961177843717,0.003726659073768877,0.004549227668023033,0.00428613764758117,0.0035993293994077457,0.00425335357259817,0.004439358254989108,0.004127421484356955,0.004292343614473177,0.003967578961638061,0.0037959889419343514,0.004367985640748281,0.004415177457130695,0.004432405030261536,0.0046550211044566496,0.004383462610217095,0.0045031773643323765,0.004232989848596778,0.004005848570669377,0.004237762096524344,0.004455167472210181,0.004177813937143396,0.004295147897172781,0.004422470770248842,0.004565905037150414,0.0043105920182254865,0.004802232609065855,0.005338740045693577,0.005530557991435924,0.0053898985659664314,0.0058163356661287266,0.005832798580807794,0.005821096582209956,0.005867760286237313,0.005912163499350457,0.006413579556387081,0.006359341141440946,0.006222529813614307,0.006523909850287244,0.006480418899710235,0.00663193199435739,0.007038055757535347,0.007287069277671696,0.007142910464155358,0.007084636198016031,0.0069708020968350754,0.006998675283236812,0.006873508836245986,0.0069677938576862474,0.007563441440744656,0.007361845934621833,0.007651575053369079,0.007940549652654408,0.00754669747117942,0.007895789544796574,0.008126214736346395,0.008027305643197532,0.0077627374308801645,0.00797545993621374,0.007963091334616918,0.007998848256234526,0.0077564198651802994,0.007678236456787673,0.007623604599569978,0.007618065686792322,0.007747498108635522,0.007586594694567701,0.007657939908052899,0.007784859752068585,0.007821937352363948,0.0076529093960682505,0.007800609527889671,0.007671678824623479,0.007406814679320331
94,0.0014628465284780737,0.001537721057668945,0.0016427003548841691,0.0020961945503218437,0.001979498215483293,0.0020750507124640597,0.0017584745017394112,0.0019197087593650851,0.002040849568356812,0.0020468455352533237,0.0019080384974812727,0.0019472396676002202,0.0022214269425266677,0.0019263200595087166,0.002309333312485047,0.0026786094976946934,0.0025490754472066316,0.002584652608760369,0.0025690569796824863,0.002566275769562866,0.0026433430778966993,0.0029146478386131995,0.0028008885067365577,0.003192935462480668,0.0029057039972126292,0.0029696203905921308,0.0032816870126060466,0.0031225534450423464,0.0032088956942756745,0.002804906973536733,0.0028768410626997098,0.003318869232064159,0.003766216513816451,0.003868050912623399,0.0038125360971539273,0.003839472245555416,0.003665634945193235,0.004549227668023033,0.00422111094530452,0.0035426376606284096,0.00425335357259817,0.004439358254989108,0.004127421484356955,0.004292343614473177,0.003907415249242853,0.0037959889419343514,0.004367985640748281,0.004415177457130695,0.004432405030261536,0.0046550211044566496,0.004383462610217095,0.0045031773643323765,0.004232989848596778,0.004005848570669377,0.004237762096524344,0.004455167472210181,0.004177813937143396,0.004295147897172781,0.004422470770248842,0.004565905037150414,0.0043105920182254865,0.004802232609065855,0.005279537275662156,0.005470729024033137,0.0053898985659664314,0.005757930864099106,0.005772450351723394,0.005759617795739985,0.005805859532039501,0.0058502727731801095,0.006355769450459792,0.006300966007012862,0.006164464149337764,0.006523909850287244,0.006480418899710235,0.00663193199435739,0.007038055757535347,0.007227143565121816,0.007083287704592038,0.007025219383237106,0.0069708020968350754,0.006940566274187815,0.006815018892428567,0.006909807653900091,0.007505606794769795,0.007302748556412568,0.0075938615046888406,0.007884200433345498,0.007488069423753597,0.007837929891035742,0.008066930348237926,0.007969154194102187,0.00770289479097193,0.007916823152845755,0.007905380610135552,0.00793917578782124,0.007696646111946901,0.007618720731155448,0.007562682989459941,0.007556570344669384,0.007689304339829436,0.007526377383762147,0.007597548107516955,0.007724319042899072,0.007760981686846955,0.0075938775120915425,0.007740793875153133,0.007610501676839432,0.007345745946705078
93,0.001407318710209182,0.001537721057668945,0.0016427003548841691,0.0020961945503218437,0.001979498215483293,0.0020750507124640597,0.0017584745017394112,0.0019197087593650851,0.002040849568356812,0.0020468455352533237,0.0019080384974812727,0.0019472396676002202,0.0022214269425266677,0.0019263200595087166,0.002309333312485047,0.0026786094976946934,0.0025490754472066316,0.002526391708997922,0.0025690569796824863,0.002566275769562866,0.0026433430778966993,0.0028557726637118246,0.002738291934417535,0.003192935462480668,0.0028475376301352793,0.002911130678610982,0.003221415880346509,0.003064207968608375,0.0031469610432298466,0.002745873881878986,0.0028158857283077784,0.003318869232064159,0.003766216513816451,0.003868050912623399,0.0038125360971539273,0.003839472245555416,0.003665634945193235,0.004491948027987828,0.00422111094530452,0.0035426376606284096,0.00425335357259817,0.004439358254989108,0.004127421484356955,0.004231727030456669,0.003907415249242853,0.0037959889419343514,0.004308196395927414,0.00435511056616682,0.0043714365832668136,0.0045966549428216805,0.004322849242547465,0.004442418011453682,0.00417018738090277,0.003942385177680079,0.004177683531097598,0.00439467871758129,0.004177813937143396,0.004229419039293827,0.004357261938014176,0.004501605728481392,0.0043105920182254865,0.004741001500140694,0.005279537275662156,0.005470729024033137,0.005330626581449741,0.005757930864099106,0.005772450351723394,0.005759617795739985,0.005805859532039501,0.0058502727731801095,0.006297026009800068,0.0062422190226066225,0.006103472301278661,0.006465489897165156,0.006422081063501027,0.006574245215556089,0.0069796530555302095,0.007227143565121816,0.007083287704592038,0.007025219383237106,0.00690824277087393,0.006940566274187815,0.006815018892428567,0.006909807653900091,0.007447652342181258,0.007240927270349657,0.007535831661642078,0.007827389350641896,0.007428958732125679,0.007779490372812091,0.008006641716977462,0.007910182127883527,0.007641956905738944,0.007856293155026322,0.00784689076604119,0.00787884568360156,0.007636259317865179,0.0075590240210892815,0.007500861573630703,0.007494196992312627,0.007630751724206815,0.007464223786588616,0.007535662604344088,0.007663050245476321,0.0076993931231257706,0.007534293259073985,0.007680740791114349,0.007547647233517293,0.007283968058809122
92,0.001407318710209182,0.001537721057668945,0.0016427003548841691,0.0020961945503218437,0.001979498215483293,0.0020750507124640597,0.0017584745017394112,0.0019197087593650851,0.002040849568356812,0.0020468455352533237,0.0019080384974812727,0.0019472396676002202,0.0022214269425266677,0.0019263200595087166,0.002309333312485047,0.0026186278024237903,0.0025490754472066316,0.002526391708997922,0.002513222221471755,0.002499553408887183,0.002585982407683812,0.0028557726637118246,0.002738291934417535,0.003192935462480668,0.0028475376301352793,0.002911130678610982,0.003221415880346509,0.003064207968608375,0.0031469610432298466,0.002745873881878986,0.0028158857283077784,0.003318869232064159,0.003706674210674188,0.0038084616021918623,0.0038125360971539273,0.003779467271795067,0.003665634945193235,0.004491948027987828,0.004155527483118147,0.0035426376606284096,0.004190381187798378,0.004379248794731729,0.004067934063202725,0.004231727030456669,0.003845767326850928,0.0037351883660130987,0.004308196395927414,0.00435511056616682,0.0043714365832668136,0.0045966549428216805,0.004322849242547465,0.004442418011453682,0.00417018738090277,0.003942385177680079,0.004177683531097598,0.00439467871758129,0.004113891018606433,0.004229419039293827,0.004357261938014176,0.004501605728481392,0.004249669201801941,0.004741001500140694,0.005219490039214884,0.005410631212147942,0.005330626581449741,0.005697712248341857,0.005711926878531691,0.005697616940770778,0.005743569607848339,0.00578793341666994,0.006297026009800068,0.0062422190226066225,0.006103472301278661,0.006465489897165156,0.006362894390206164,0.006515057198339326,0.006921144789515182,0.007165520483698952,0.007023238181099256,0.006965659556944611,0.006845660040750434,0.006882107486796997,0.006756004903413728,0.006850620483852779,0.007447652342181258,0.007240927270349657,0.0074756062547762184,0.007770561301527879,0.007428958732125679,0.007720585948678017,0.0079462390445455,0.007850988733395093,0.007580466703935048,0.00779531711191728,0.007787851502936866,0.007818515579381879,0.007574781159705326,0.0075590240210892815,0.007500861573630703,0.007494196992312627,0.007571617730137926,0.007464223786588616,0.007535662604344088,0.007599006964647255,0.007637182629973431,0.007474686502132541,0.007619813576586125,0.00748471432022846,0.007283968058809122
91,0.001407318710209182,0.001537721057668945,0.0016427003548841691,0.002038673735335708,0.001979498215483293,0.0020750507124640597,0.0017584745017394112,0.0019197087593650851,0.002040849568356812,0.0020468455352533237,0.001851682250644914,0.0019472396676002202,0.0021648279426503348,0.0019263200595087166,0.0022522398545364,0.0026186278024237903,0.002488261299700463,0.002526391708997922,0.002513222221471755,0.002499553408887183,0.002585982407683812,0.0028557726637118246,0.002738291934417535,0.003135272538363143,0.0028475376301352793,0.002911130678610982,0.003221415880346509,0.003064207968608375,0.0031469610432298466,0.002745873881878986,0.0028158857283077784,0.003257788859026551,0.003706674210674188,0.0038084616021918623,0.003749688629792177,0.003779467271795067,0.0036041905074799046,0.004432638544673413,0.004155527483118147,0.0034846257208329596,0.004190381187798378,0.004379248794731729,0.004067934063202725,0.004231727030456669,0.003845767326850928,0.0037351883660130987,0.004248155740172088,0.004294489111220476,0.004310414823534251,0.004537565493623347,0.004261874835417584,0.004381271834866865,0.004106060974675982,0.003942385177680079,0.004177683531097598,0.004333768948772807,0.004113891018606433,0.004229419039293827,0.004291958162410275,0.004501605728481392,0.004249669201801941,0.004678184853382132,0.005219490039214884,0.005410631212147942,0.005270358115108667,0.005697712248341857,0.005650138727032295,0.005634598798040204,0.005743569607848339,0.005724499981008465,0.006238263686645757,0.0061829222314469644,0.0060419944522608895,0.006406717637125003,0.006362894390206164,0.006515057198339326,0.006921144789515182,0.007103857928581368,0.0069627709257178445,0.00690592543536995,0.006845660040750434,0.006823550844751026,0.0066958087659302916,0.006791120521949669,0.007389298534213804,0.0071784942182016335,0.0074756062547762184,0.007713516459391864,0.007368714157201056,0.007661284241311398,0.007885718926727965,0.007791567200536276,0.007580466703935048,0.007733961104302276,0.007727517845893819,0.007757350660776896,0.007574781159705326,0.007497508082305654,0.00743879686269284,0.007431797670639096,0.007571617730137926,0.007401519184467162,0.007472302261393169,0.007599006964647255,0.007574062825536388,0.007413308072637854,0.007558226239154792,0.00748471432022846,0.007219478108680409
