,word,year,count,language,Rank
14143,constantinople,1800,6533,french,1861.0
14142,constantinople,1800,2497,english,3820.0
6373,constituent,1800,3346,french,3592.0
6372,constituent,1801,2616,english,4960.0
2564,constitution,1800,19642,english,316.0
2566,constitution,1800,22092,french,392.0
2565,constitution,1800,334,german,3211.0
13466,constitutions,1800,2046,english,4462.0
13467,constitutions,1804,3256,french,4379.0
4444,construction,1800,11866,french,887.0
4442,construction,1800,4718,english,2082.0
4443,construction,1801,381,german,3706.0
344,consul,1800,10469,french,1058.0
340,consul,1801,3544,english,3944.0
343,consul,1804,1531,german,854.0
342,consul,1810,366,italian,4222.0
341,consul,1819,472,spanish,4693.0
11969,consular,1879,6456,german,3262.0
11968,consular,1884,3136,spanish,4739.0
12151,consules,1813,448,italian,4274.0
12150,consules,1851,2152,spanish,4663.0
3511,consuls,1800,5979,french,2042.0
3510,consuls,1804,600,german,2630.0
3509,consuls,1804,3346,english,4431.0
5943,consulta,1800,538,italian,1346.0
5942,consulta,1800,1016,spanish,3343.0
7603,consultation,1930,10396,french,4839.0
7602,consultation,1969,107231,english,4910.0
3703,consulte,1804,3712,french,3925.0
3701,consulte,1805,816,spanish,4625.0
3702,consulte,1809,1144,italian,1687.0
5576,consumo,1800,1128,spanish,3032.0
5577,consumo,1803,1832,italian,983.0
10089,conséquence,1800,16584,french,593.0
10088,conséquence,1810,344,italian,4501.0
2767,contact,1800,11350,french,937.0
2765,contact,1800,3053,english,3215.0
2766,contact,1883,4251,german,4911.0
7996,contacts,1931,32918,english,4789.0
7997,contacts,1945,5528,french,4210.0
11575,contado,1800,462,italian,1617.0
11574,contado,1801,544,spanish,4877.0
5606,contagio,1800,1186,spanish,2880.0
5607,contagio,1800,200,italian,4035.0
14183,contagion,1801,5869,french,3025.0
14182,contagion,1801,3249,english,4224.0
11544,contagiosa,1802,1230,spanish,2632.0
11545,contagiosa,1805,530,italian,2886.0
11611,contagioso,1817,556,italian,4736.0
11610,contagioso,1832,820,spanish,4470.0
9276,conte,1800,1848,italian,203.0
9277,conte,1812,3189,french,4256.0
13174,contemplation,1800,2534,english,3777.0
13175,contemplation,1946,7621,french,4484.0
13398,content,1800,5450,english,1765.0
13399,content,1800,2569,french,4525.0
11181,contenta,1800,200,italian,4036.0
11180,contenta,1800,788,spanish,4293.0
6227,contento,1800,424,italian,1795.0
6226,contento,1800,1638,spanish,2060.0
11880,contesto,1838,578,spanish,4887.0
11881,contesto,1958,10626,italian,3732.0
2981,conti,1800,398,italian,1951.0
2982,conti,1803,328,german,4829.0
2983,conti,1806,2348,french,4931.0
5434,contiene,1800,5755,spanish,395.0
5435,contiene,1800,694,italian,989.0
13357,continent,1800,9634,french,1175.0
13356,continent,1800,5454,english,1761.0
2194,continental,1805,4052,english,3780.0
2196,continental,1821,749,german,4021.0
2195,continental,1927,5090,spanish,4916.0
2197,continental,1971,19505,french,4559.0
5848,continente,1800,1030,spanish,3301.0
5849,continente,1802,318,italian,4206.0
11643,contingente,1810,320,italian,4852.0
11642,contingente,1831,600,spanish,4976.0
3695,continua,1800,2620,spanish,1197.0
3696,continua,1800,586,italian,1226.0
3697,continua,1800,2908,french,4092.0
6092,continuamente,1800,3678,spanish,757.0
6093,continuamente,1800,476,italian,1572.0
11045,continuando,1801,138,italian,2887.0
11044,continuando,1801,894,spanish,3001.0
12749,continuation,1800,2620,french,4445.0
12748,continuation,1800,1822,english,4891.0
3908,continue,1800,11820,english,702.0
3910,continue,1800,8374,french,1388.0
3909,continue,1800,402,italian,1913.0
6129,continuo,1800,692,italian,992.0
6128,continuo,1800,2936,spanish,1042.0
11450,contorno,1802,1092,spanish,2934.0
11451,contorno,1806,672,italian,2491.0
5400,contracting,1802,2726,english,4498.0
5401,contracting,1944,3483,french,4558.0
2830,contraction,1800,5002,french,2479.0
2829,contraction,1807,839,german,1752.0
2828,contraction,1855,17138,english,4579.0
13186,contradiction,1800,2292,english,4084.0
13187,contradiction,1800,2874,french,4137.0
10684,contrae,1804,544,spanish,4671.0
10685,contrae,1807,306,italian,4984.0
5665,contraria,1800,382,italian,2044.0
5664,contraria,1800,1486,spanish,2259.0
5244,contrario,1800,10304,spanish,143.0
5245,contrario,1800,1564,italian,292.0
12321,contraste,1800,2687,french,4368.0
12320,contraste,1810,128,spanish,4508.0
12461,contrata,1801,180,italian,2180.0
12460,contrata,1819,500,spanish,4456.0
7749,contribution,1800,3712,french,3299.0
7748,contribution,1897,27039,english,4891.0
7935,contributions,1800,4752,french,2590.0
7934,contributions,1803,2716,english,4782.0
3107,control,1800,2428,english,3897.0
3108,control,1879,3296,spanish,3563.0
3109,control,2005,31307,german,4908.0
8082,controlling,1911,36700,english,4803.0
8083,controlling,2002,33298,german,3858.0
11701,controversia,1803,626,italian,3153.0
11700,controversia,1835,922,spanish,4305.0
5810,convenga,1800,846,spanish,3984.0
5811,convenga,1803,808,italian,2464.0
5394,conveniente,1800,5576,spanish,410.0
5395,conveniente,1800,710,italian,955.0
12044,convenientemente,1848,1970,spanish,4345.0
12045,convenientemente,1858,1660,italian,4901.0
5925,convenir,1800,5458,french,2260.0
5924,convenir,1800,974,spanish,3491.0
12808,convent,1800,2182,english,4237.0
12809,convent,1859,3365,german,4969.0
2041,convention,1800,12668,french,811.0
2038,convention,1800,4430,english,2237.0
2040,convention,1810,370,german,4753.0
2039,convention,1929,3262,italian,4959.0
3160,conventions,1801,4234,french,4108.0
3159,conventions,1802,720,german,2570.0
3158,conventions,1915,32574,english,4901.0
6252,convento,1800,1590,spanish,2124.0
6253,convento,1800,230,italian,3497.0
12980,conversation,1800,9614,english,927.0
12981,conversation,1800,3719,french,3291.0
5513,conversations,1914,9308,french,4986.0
5512,conversations,2001,323265,english,4988.0
2493,conversion,1800,2204,spanish,1491.0
2492,conversion,1800,2940,english,3309.0
2494,conversion,1804,2886,french,4880.0
11213,convertir,1800,3018,french,3953.0
11212,convertir,1800,808,spanish,4173.0
13964,conviction,1800,4820,english,2037.0
13965,conviction,1800,2376,french,4859.0
6737,convictions,1860,14774,french,4830.0
6736,convictions,1862,10252,english,4896.0
5256,conviene,1800,9716,spanish,158.0
5257,conviene,1800,1126,italian,489.0
7071,convocation,1801,3456,french,4860.0
7070,convocation,1822,6556,english,4996.0
6134,convoy,1802,3586,english,3611.0
6135,convoy,1814,350,spanish,4464.0
7865,convulsions,1800,2616,french,4451.0
7864,convulsions,1881,20916,english,4841.0
2189,cook,1800,5009,french,2474.0
2186,cook,1800,1768,english,4993.0
2188,cook,1819,981,german,2727.0
2187,cook,1849,2000,spanish,3657.0
8971,cooperativa,1896,3808,italian,3970.0
8970,cooperativa,1917,6596,spanish,3375.0
7961,cooperative,1886,3436,italian,4324.0
7960,cooperative,1921,40062,english,4130.0
7569,coordinate,1837,1284,italian,4409.0
7568,coordinate,1985,163710,english,4733.0
7601,coordination,1934,9916,french,4464.0
7600,coordination,1965,90571,english,4894.0
10865,copenhague,1802,4442,french,3521.0
10864,copenhague,1809,154,spanish,4108.0
5643,copia,1800,1742,italian,243.0
5642,copia,1800,1456,spanish,2318.0
2710,copie,1800,4058,french,3013.0
2709,copie,1801,138,italian,2889.0
2708,copie,1810,590,spanish,867.0
13070,copies,1800,3346,english,2976.0
13071,copies,1804,2850,french,4930.0
10669,copiosa,1800,198,italian,4082.0
10668,copiosa,1804,592,spanish,4320.0
11485,copioso,1801,128,italian,3103.0
11484,copioso,1801,633,spanish,4270.0
6696,copyright,1879,20756,english,4151.0
6697,copyright,2007,39074,german,4710.0
787,cor,1800,432,italian,1766.0
786,cor,1800,1886,spanish,1779.0
785,cor,1800,3061,english,3207.0
788,cor,1803,348,german,4574.0
789,cor,1878,10459,french,4940.0
6471,coral,1809,134,spanish,4641.0
6470,coral,1851,13873,english,4955.0
9013,corde,1800,6700,french,1795.0
9012,corde,1800,400,italian,1931.0
6480,cordial,1853,16145,english,4924.0
6481,cordial,1937,7342,spanish,4878.0
11457,cordon,1800,3447,french,3489.0
11456,cordon,1801,610,spanish,4403.0
12228,cordova,1812,576,spanish,1793.0
12229,cordova,1822,1570,italian,3278.0
7895,core,1802,462,italian,2839.0
7894,core,1892,24965,english,4808.0
2408,cornea,1801,2500,italian,39.0
2406,cornea,1805,3100,english,4641.0
2407,cornea,1822,802,spanish,4394.0
2409,cornea,1860,4459,german,4626.0
12353,cornelio,1808,1064,italian,1836.0
12352,cornelio,1810,188,spanish,3169.0
12323,corno,1800,270,italian,2983.0
12322,corno,1810,126,spanish,4576.0
6744,cornwallis,1805,4017,english,3807.0
6745,cornwallis,1809,1359,italian,1393.0
11325,coro,1800,264,italian,3053.0
11324,coro,1802,848,spanish,3843.0
7032,corolla,1809,4254,english,4140.0
7033,corolla,1811,671,italian,3059.0
9399,corolle,1800,2388,french,4833.0
9398,corolle,1814,871,german,1458.0
5462,corona,1800,4704,spanish,520.0
5463,corona,1800,720,italian,927.0
6805,corporal,1800,3658,spanish,761.0
6804,corporal,1866,14211,english,4902.0
6592,corporate,1835,12320,english,3896.0
6593,corporate,2005,38610,german,4058.0
3170,corporation,1800,2384,english,3952.0
3172,corporation,1850,9766,french,4172.0
3171,corporation,1930,6610,spanish,4951.0
6590,corporations,1835,11526,english,4101.0
6591,corporations,1837,8510,french,4676.0
954,corps,1800,161718,french,5.0
952,corps,1800,342,italian,2311.0
950,corps,1800,3835,english,2594.0
953,corps,1800,310,german,3461.0
951,corps,1814,326,spanish,4742.0
1172,corpus,1809,532,italian,3904.0
1170,corpus,1862,11451,english,4531.0
1171,corpus,1896,3066,spanish,4404.0
1173,corpus,1976,18217,french,4627.0
5970,corre,1800,2564,spanish,1232.0
5971,corre,1800,216,italian,3747.0
6831,correction,1802,3450,french,4403.0
6830,correction,1812,4412,english,4604.0
6268,correspond,1801,2642,english,4934.0
6269,correspond,1802,3678,french,4174.0
14028,correspondent,1801,3272,english,4203.0
14029,correspondent,1865,15770,french,4829.0
7324,corrosion,1951,46968,english,4648.0
7325,corrosion,1952,8730,french,4909.0
14100,corruption,1800,4094,english,2444.0
14101,corruption,1800,4207,french,2893.0
8346,corse,1800,184,italian,4407.0
8347,corse,1803,3648,french,4670.0
5273,corte,1800,1840,italian,209.0
5272,corte,1800,6230,spanish,348.0
1822,cortes,1800,5936,english,1609.0
1823,cortes,1800,1772,spanish,1900.0
1824,cortes,1814,396,italian,2892.0
1825,cortes,1816,479,german,4154.0
12077,cortina,1810,2050,italian,530.0
12076,cortina,1841,1268,spanish,4604.0
6070,corto,1800,3514,spanish,813.0
6071,corto,1802,274,italian,4889.0
7923,cosette,1862,15648,french,4728.0
7922,cosette,1887,23411,english,4439.0
6405,cosimo,1800,474,italian,1578.0
6404,cosimo,1847,13859,english,4210.0
4694,cost,1800,5130,english,1896.0
4695,cost,1878,2872,spanish,4181.0
4696,cost,1943,3220,italian,4406.0
1843,costa,1800,4606,spanish,534.0
1844,costa,1800,340,italian,2325.0
1842,costa,1887,24661,english,4249.0
1845,costa,1986,14392,german,4771.0
10559,coste,1800,318,italian,2487.0
10558,coste,1805,992,spanish,3874.0
10913,costo,1800,178,italian,4552.0
10912,costo,1808,478,spanish,3294.0
4719,costume,1800,520,italian,1414.0
4720,costume,1804,6103,french,2428.0
4718,costume,1838,9527,english,4783.0
2815,cou,1800,9581,french,1184.0
2814,cou,1804,1003,italian,3935.0
2813,cou,1824,422,spanish,4147.0
13568,countries,1800,17474,english,384.0
13569,countries,1967,12962,italian,4553.0
6569,couple,1807,4554,french,3181.0
6568,couple,1837,8896,english,4802.0
7491,couples,1972,19999,french,4567.0
7490,couples,1979,131725,english,4792.0
10427,cour,1800,27500,french,286.0
10426,cour,1851,2596,italian,3594.0
12813,courage,1800,16914,french,575.0
12812,courage,1800,9634,english,922.0
10109,cours,1800,34248,french,193.0
10108,cours,1810,342,italian,4529.0
13628,course,1800,33482,english,134.0
13629,course,1800,5424,french,2274.0
6512,courses,1805,2956,english,4824.0
6513,courses,1814,2258,french,4871.0
2254,court,1800,47959,english,57.0
2257,court,1800,12515,french,823.0
2255,court,1808,1106,spanish,1369.0
2256,court,1984,11792,italian,4659.0
13196,courts,1800,12666,english,639.0
13197,courts,1800,4122,french,2954.0
4727,cousin,1800,2520,english,3795.0
4729,cousin,1805,3178,french,4427.0
4728,cousin,1847,3658,german,4533.0
3673,cr,1800,364,german,2952.0
3672,cr,1887,3209,italian,4773.0
3671,cr,1891,21865,english,4960.0
6542,crawfurd,1829,10210,english,3816.0
6543,crawfurd,1836,2301,german,3622.0
5822,crea,1800,858,spanish,3933.0
5823,crea,1846,2868,italian,3474.0
10442,creando,1889,3372,spanish,4659.0
10443,creando,2001,20810,italian,4824.0
13236,create,1800,2581,english,3706.0
13237,create,1846,2550,italian,3913.0
14068,creature,1800,7616,english,1216.0
14069,creature,1818,628,italian,4818.0
13614,credit,1800,9036,english,999.0
13615,credit,1805,563,german,3370.0
10803,credito,1800,452,italian,1672.0
10802,credito,1809,200,spanish,3237.0
13020,creek,1800,1848,english,4843.0
13021,creek,1809,426,italian,4846.0
12041,creta,1805,404,italian,3820.0
12040,creta,1847,1845,spanish,4637.0
13809,crime,1800,13451,french,761.0
13808,crime,1800,6882,english,1377.0
6469,crimea,1855,3055,italian,3075.0
6468,crimea,1855,17383,english,4509.0
14325,crimes,1800,9465,french,1204.0
14324,crimes,1800,7464,english,1247.0
3155,criminal,1800,6232,english,1537.0
3156,criminal,1800,848,spanish,3974.0
3157,criminal,1807,572,german,2594.0
4928,crisis,1801,2690,english,4879.0
4929,crisis,1804,1354,spanish,1797.0
4930,crisis,1810,379,german,4643.0
10444,cristal,1800,824,spanish,4085.0
10445,cristal,1801,8384,french,2100.0
10575,cristiana,1800,944,italian,622.0
10574,cristiana,1805,922,spanish,4133.0
10481,cristiano,1800,596,italian,1203.0
10480,cristiano,1805,1052,spanish,3680.0
11688,cristina,1838,718,spanish,3989.0
11689,cristina,1863,2268,italian,4875.0
11391,cristo,1800,890,italian,678.0
11390,cristo,1803,1548,spanish,1954.0
12047,criterio,1801,146,italian,2733.0
12046,criterio,1848,1852,spanish,4631.0
12387,critica,1800,288,italian,2788.0
12386,critica,1811,202,spanish,3751.0
7585,critique,1800,4692,french,2617.0
7584,critique,1983,143245,english,4873.0
1950,cromwell,1800,2158,english,4284.0
1953,cromwell,1819,25369,french,1206.0
1952,cromwell,1854,6372,german,2582.0
1951,cromwell,1858,3580,spanish,3058.0
1816,croup,1810,1068,german,1615.0
1817,croup,1811,7838,french,1734.0
1815,croup,1812,264,italian,4228.0
1814,croup,1822,2506,spanish,1327.0
11845,crudo,1805,356,italian,4340.0
11844,crudo,1825,370,spanish,4997.0
2513,cruel,1800,5384,english,1793.0
2514,cruel,1800,1842,spanish,1823.0
2515,cruel,1800,2695,french,4358.0
1051,cruz,1800,5918,spanish,380.0
1052,cruz,1809,336,german,4408.0
1053,cruz,1811,7679,french,1772.0
1050,cruz,1811,7273,english,3263.0
11959,crée,1848,9524,french,4333.0
11958,crée,1883,3952,spanish,3526.0
9526,cs,1800,284,german,3758.0
9527,cs,1884,11512,french,4847.0
17,ct,1801,184,italian,2133.0
16,ct,1807,1382,spanish,3354.0
19,ct,1839,9003,french,4813.0
15,ct,1902,38665,english,4432.0
18,ct,1951,5077,german,4556.0
9203,ctm,1871,2970,german,4948.0
9202,ctm,1986,50787,spanish,3020.0
3396,cu,1800,962,spanish,3528.0
3397,cu,1912,3006,italian,4738.0
3395,cu,1920,37368,english,4873.0
3549,cuba,1800,1250,spanish,2722.0
3550,cuba,1826,8693,french,4675.0
3548,cuba,1896,32592,english,4214.0
11771,cujus,1806,474,italian,3615.0
11770,cujus,1824,428,spanish,4089.0
6144,culpa,1800,3282,spanish,910.0
6145,culpa,1813,475,german,2538.0
11048,cultivar,1801,880,spanish,3063.0
11049,cultivar,1956,6766,italian,4335.0
5982,culto,1800,2608,spanish,1203.0
5983,culto,1800,400,italian,1932.0
11400,cultura,1803,996,spanish,3076.0
11401,cultura,1803,428,italian,4578.0
8031,cultural,1921,6090,spanish,3811.0
8030,cultural,1926,31393,english,4485.0
1117,culture,1800,14758,french,686.0
1114,culture,1800,3824,english,2610.0
1115,culture,1891,3037,italian,4681.0
1116,culture,2000,22378,german,4969.0
8071,cultures,1841,9338,french,4744.0
8070,cultures,1913,39449,english,4563.0
77,cum,1800,1318,italian,393.0
76,cum,1800,1474,spanish,2282.0
75,cum,1801,3749,english,3751.0
79,cum,1805,3132,french,4488.0
78,cum,1806,510,german,4873.0
11683,cur,1803,366,german,4392.0
11682,cur,1837,972,spanish,3887.0
6091,cura,1800,2342,italian,134.0
6090,cura,1800,3662,spanish,758.0
11529,curativo,1801,170,italian,2333.0
11528,curativo,1802,1608,spanish,1976.0
11723,curato,1801,112,italian,3556.0
11722,curato,1836,1010,spanish,4637.0
11764,curci,1825,462,spanish,4087.0
11765,curci,1846,5614,italian,1628.0
2628,cure,1800,582,italian,1232.0
2627,cure,1800,5445,english,1768.0
2629,cure,1817,4198,french,4697.0
11518,curia,1801,566,spanish,4677.0
11519,curia,1802,274,italian,4891.0
4559,curie,1816,646,italian,4060.0
4561,curie,1844,11949,french,4697.0
4560,curie,1874,5106,german,3592.0
10671,curioso,1802,290,italian,4631.0
10670,curioso,1804,588,spanish,4353.0
11539,curva,1801,298,italian,1217.0
11538,curva,1802,1248,spanish,2598.0
3066,curve,1802,482,italian,2709.0
3065,curve,1803,3370,english,4029.0
3067,curve,1847,7371,german,2293.0
11163,custodia,1800,356,italian,2228.0
11162,custodia,1803,896,spanish,3393.0
683,cuvier,1811,591,german,2567.0
682,cuvier,1828,938,italian,3641.0
684,cuvier,1828,8743,french,4534.0
680,cuvier,1833,7750,english,4999.0
681,cuvier,1835,780,spanish,4994.0
7782,cycle,1907,36561,english,4989.0
7783,cycle,1913,12682,french,4457.0
8022,cycles,1927,46489,english,3640.0
8023,cycles,1956,11152,french,4791.0
8144,cylinder,1803,2966,english,4449.0
8145,cylinder,1835,1961,german,4231.0
11709,cyr,1829,13335,french,3347.0
11708,cyr,1835,784,spanish,4977.0
13046,cyrus,1800,2213,english,4175.0
13047,cyrus,1824,1004,german,3640.0
2150,czar,1803,2853,english,4593.0
2153,czar,1806,2626,french,4508.0
2152,czar,1831,778,italian,4588.0
2151,czar,1889,7000,spanish,2267.0
11511,césar,1800,3342,french,3598.0
11510,césar,1801,646,spanish,4188.0
11070,códice,1801,1380,spanish,1905.0
11071,códice,1894,3474,italian,4268.0
7565,dad,1800,2110,spanish,1556.0
7564,dad,1986,181509,english,4562.0
10181,dalloz,1878,27434,french,1921.0
10180,dalloz,1897,4677,italian,3606.0
12199,dama,1801,100,italian,3954.0
